"Subject","ID","Description","Status","Location","Start Date","End Date","Duration Hours","Duration Minutes","Reminder Time","Meeting Type","External App ID","Meeting Password","Start/Join Meeting","Host URL","Display URL","Meeting Creator","Parent Type","Parent ID","Outlook ID","Assigned to","assigned_user_id","Date Created","Date Modified","Created by","Modified by","Deleted","Email Reminder Time","Email reminder sent","Meeting update sequence","Repeat Type","Repeat Interval","Repeat Dow","Repeat Until","Repeat Count","Repeat Parent ID","Recurring Source","Google Event ID","Last Google Sync Timestamp","Longitude","Address","Geocode Status","Latitude"
"Meeting","4c3cc8a1-1eb9-2342-8757-690348803928","Meet at Demuxed 2022","Held","","10/12/2022 00:00","10/12/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","42ef4b86-7768-8684-95a7-68f1ff6a4ac4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4c3e4e8d-6a4a-9d1f-66e3-6903476c628a","Möte för att prata om ""Ramprogram"" / Spellistor för SVT. 
<div><br /></div>
<div>POC under juldagarna</div>","Held","","12/10/2021 00:00","12/10/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4c2c0763-d9c9-65c0-c6cc-68f1ff96055e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4c72a2bc-1d42-d33e-f9e9-690347eba0b3","","Held","","09/22/2020 00:00","09/22/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","117d0eb6-fce9-673d-ea22-68f1ff3a6418","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4c87c688-93f4-3f9e-cbcc-690348eef14c","<a href=""mailto:Maja.Wikman.Ulrich@allente.tv"">N</a>orthern Waves, Oslo, 2024","Held","","10/24/2024 00:00","10/24/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ea223b3b-c862-1345-2fd7-68f1ff58cee4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4c9acb8a-b1b1-22d1-fbae-68fb78a7f6f1","Linda intervju med Jannike och Ted.","Held","","08/29/2025 00:00","08/29/2025 01:00","1","0","'-1","SuiteCRM","","","","","","","Opportunities","59259aaf-b7a2-fa2a-9018-68f201215b09","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 12:14","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4ca61e9d-aff5-1859-84f6-690348c5fc5f","","Held","","10/17/2024 00:00","10/17/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cd5b64bc-819e-fb92-10cd-68f1ff52b067","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"IBC Sync","4cad9ad1-c95a-7508-04bd-6904b1b3d6dc","","Held","","09/14/2025 00:00","09/14/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","6438e32d-b0ab-b1aa-c755-68f1ffa1c58d","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4cb64830-8307-0682-3b35-6904b1c11553","Intervju Boris","Held","","07/09/2021 00:00","07/09/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b8274559-cbc1-aef7-afc0-68f1ff9e4dbf","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:52","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4cd04606-004d-da12-1770-690348349837","Glöggmingel","Held","","11/26/2024 00:00","11/26/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cf821e46-185e-082b-be4e-68f1fe5abcc7","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4cddedc9-220d-11d5-e51e-6903480b3b0b","","Held","","11/17/2022 00:00","11/17/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8e13bcac-c303-9b85-fe37-68f1ffe653c2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Status update","4ce90fc1-98ac-0573-21ca-6920255280ef","","Planned","","11/20/2025 12:00","11/20/2025 13:15","1","15","'-1","SuiteCRM","","","","","","","Accounts","5cbf9ab7-f977-21aa-5feb-68f1ffe1f80e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/21/2025 08:39","11/21/2025 08:39","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4d2d05ee-6b27-a14c-9457-690348ef6bd1","Glöggmingel hos Cederquist","Held","","12/07/2022 00:00","12/07/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","bed59a84-520f-dd2e-5215-68f1ffc45ae4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4d379bf9-21fa-b57f-035f-690348c4fb51","Möte på SVTA member meeting Tucson","Held","","03/05/2025 00:00","03/05/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9016fb2a-7e92-3f0a-5414-68f1feb6bb19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4d4a5165-d359-7c1b-1f06-6903489886ff","","Held","","03/08/2023 00:00","03/08/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8d490b31-a928-ff06-6ca7-68f1ff908568","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4d61dff0-2fd9-1806-5c7a-68fb781c8780","Lunch","Held","","01/17/2023 00:00","01/17/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","66723ac4-f942-8b08-703e-68f1fff093bd","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4d64787c-8298-742f-dc42-690348ae0e3f","","Held","","05/21/2025 00:00","05/21/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","46c380f0-b0f3-17f1-1973-68f1ffefe526","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4d7cb714-a098-9284-2a19-690348eaa25d","Streaming Media 2025","Held","","10/08/2025 00:00","10/08/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","7598de39-f9a2-10d5-76a9-68f1ffd9edfb","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4dac0b8a-7fa4-9468-fb5d-690348151199","Northern Waves","Held","","10/19/2023 00:00","10/19/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8be68601-0456-396c-a4f7-68f1fffd1f45","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Lunch","4dc008ba-8c5b-1eb2-8b42-6904b12bfd2f","Lunch med John Noreen och Linus Larsson, vilka fick en bra intro av OSC + demo. De efterfrågade egna konton och börja testa. 
<div>De nämnde också kommande besparingsåtgärder på Tele2, men ännu utan att veta hur TV Tech-organisationen drabbas.</div>","Held","","02/07/2024 00:00","02/07/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b8274559-cbc1-aef7-afc0-68f1ff9e4dbf","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4dcf2295-1254-780e-4af3-690348c860e4","","Held","","08/30/2023 00:00","08/30/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","39e72773-abc2-6b13-2483-68f1ff93dd58","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4df4ad81-4400-21ef-43f5-69034872905b","","Held","","10/01/2024 00:00","10/01/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e874855f-bdb7-0198-989e-68f1fe6c1f97","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","4e20c1b7-35c9-f2c8-1c01-6903470ba8d6","","Held","","05/11/2021 00:00","05/11/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","193dbbd5-2665-c9cf-673d-68f1fea758b4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e3003cf-7c21-ee60-116d-69034739dfe4","","Held","","10/19/2020 00:00","10/19/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","42dd0ad0-87c9-f34f-bca7-68f1fef4151d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e41bd7a-8410-3775-dfeb-690347819ec8","","Held","","10/29/2020 00:00","10/29/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9eac1b40-65ab-7d22-b821-68f1fe0bde40","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e4a055f-c0c2-cd16-a89f-6903485435ad","","Held","","04/16/2025 00:00","04/16/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0146b38-8726-4c5b-f541-68f1ffe92879","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e4ad47a-0421-7d8e-3bff-6903471430ad","Möte om uppdrag som WebRTC Arkitekt","Held","","05/10/2022 00:00","05/10/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a4175882-d3c4-9bee-bafb-68f1ff37792b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Möte kring nytt uppdrag","4e52ca69-9b4c-b970-2021-6904b15fe6c4","1a träff med Teracom på plats för att prata om ett potentiellt nytt projekt. De återkommer med mer info + uppdragsbeskrivning.","Held","","03/12/2025 00:00","03/12/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","6b3f0872-022f-3193-f6f6-68f1ffeeb22a","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e70ce11-402c-95d2-13a0-690348961898","","Held","","06/23/2025 00:00","06/23/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e874855f-bdb7-0198-989e-68f1fe6c1f97","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e73cdcf-1644-cd4a-70a3-690348db431b","MHV I Denver","Held","","02/12/2024 00:00","02/12/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","18ec3239-e5a3-8922-34a7-68f1ff4d1360","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4e797fc8-8dee-5dfe-49c2-69034820e607","Glöggmingel hos Cederquist","Held","","11/22/2023 00:00","11/22/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a2a977eb-a069-35c9-2856-68f1ff32b8a3","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4ea6c88c-9d32-059b-9472-6903487876bc","","Held","","03/13/2025 00:00","03/13/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b4dcc1b0-cb16-ac4a-103d-68f1fffc32ab","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4ec5f6be-32ba-b3bb-c3c6-6903472638d2","Status uppdatering","Held","","01/17/2022 00:00","01/17/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","de634b91-d204-5de2-6fd2-68f1ff208e93","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4ee64a4a-2a16-069c-83bb-6903489370d5","FOMS","Held","","10/23/2023 00:00","10/23/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","42ef4b86-7768-8684-95a7-68f1ff6a4ac4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f0a3f5e-1925-616e-8663-68fb78a4cbe2","<p>Följa upp med Björn Gustavsson om OSC Encore m.m. för att sänka kostnaderna.</p><p>Följa upp sälja utvecklare med hög kompetens, de har behov. Får ""bulk resurs"" från <span>Qualabs</span><span>.</span></p>","Held","","09/15/2024 00:00","09/15/2024 01:00","1","0","'-1","SuiteCRM","","","","","","","Opportunities","65f005c2-8138-c7ef-eab9-68f201336267","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 12:13","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Samtal med Ted och Stefan","4f400ffa-8893-18cd-92f1-6904b19b4c7f","Bra samtal med Ted Olsson och Stefan Gustavsson från gamla Sye, nuv. Prime Video.","Held","","05/30/2024 00:00","05/30/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","839543bf-552b-c165-df46-68f1ffb1671f","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f4ec2b9-9c54-c709-7a3a-6904b18b8bfa","Quarterly meeting.
<div>We are seeing the same trends. They have run in on many of the problems with SSAI which SGAI are solving. Agreed to plan a separate workshop where we can discuss solutions to some of the problems: </div>
<div>SGAI mainly. Maybe also content steering from manifests. </div>
<div><br /></div>
<div>They are interested in having a look at Eyevinn OSaaS, so setting up an account for them. </div>
<div>They will probably need to use the channel engine, since their own solution needs a base channel for which they can replace content. </div>
<div><br /></div>","Held","","01/23/2024 00:00","01/23/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","eaf7ee9b-898f-fc5e-59a8-68f1fe58ac0f","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f83e9d2-9656-54d0-e2dd-69034894d86d","","Held","","04/30/2024 00:00","04/30/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e13a960d-677b-5368-aff2-68f1ff266589","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f91a7c1-8a7f-550b-4ef4-690347d776c0","","Held","","04/28/2021 00:00","04/28/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e0b76113-b9bf-af22-b777-68f1ff5d0024","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f947e0d-4c74-5e2b-1b58-68fb783fadad","Lunch. Björn har haft hälsoproblem och nu tillbaka på 60% med Linq. Har kvar sitt ägande i Nenda men inte i styrelsen. 
<div>Möjligheterna framöver att är Linq är aktiva in AI kring främst översättning och där kan eventuellt Eyevinn vara till hjälp. </div>","Held","","01/12/2024 00:00","01/12/2024 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","5571f908-1b54-d5c1-d761-68f1ff10cf4d","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f961799-3f8b-3f0f-0e3b-69034784ffc3","Prep möte inför Streaming Media West","Held","","10/21/2021 00:00","10/21/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9702f853-1f01-4e7a-c47a-68f1ffcb348b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4f97b19f-bcdf-8fa9-1b52-6903482909e0","Möte hos Quickplay i Toronto. Många synergier och de kan behöva hjälp med både utveckling och tekniksupport","Held","","05/14/2024 00:00","05/14/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d46a056d-0d77-3ed6-afd7-68f1ffe4bdfa","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","4ff858f1-0ddb-e6dc-dc26-690348ce75c3","Diskussion om hur SVTA kan använda OSC","Held","","01/13/2025 00:00","01/13/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5d8feea5-0954-96e3-ae3e-68f1ff656030","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","5000f335-be81-ec61-59d8-690348f5d0e2","","Held","","03/07/2024 00:00","03/07/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b3d7b45f-8eb6-8aa1-cec2-68f1fe86e37b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","500f90ef-a6b8-1732-aae9-69034776954b","","Held","","10/12/2020 00:00","10/12/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4898f35a-367f-246d-3c58-68f1ff43a481","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Partnermeeting Telenor-Eyevinn","50568e60-c9d1-e0dc-76c0-690347791863","","Held","","08/18/2020 00:00","08/18/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e0b76113-b9bf-af22-b777-68f1ff5d0024","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
